username,userid,profile_location,created_at,text,retweet_count,source,coordinates
RW,1448339348588568584,Ontario,2023-01-22 06:08:35,@SaltyProfessor No explanation needed. NRA blood money to glorify guns. Probably some other dark crap we know nothing about.,0,Twitter for iPad,
Redux,1490775524750155778,Los Angeles CA,2023-01-22 06:08:21,@MasteryCoach @theferalmommy @TheGenCatton @Shawn07840240 @TommysDesktop @redbikemaster @HuffPost Look at other cou… https://t.co/eWb7orUfKg,0,Twitter Web App,
Redux,1490775524750155778,Los Angeles CA,2023-01-22 05:52:51,@MasteryCoach @theferalmommy @TheGenCatton @Shawn07840240 @TommysDesktop @redbikemaster @HuffPost They have even mo… https://t.co/ykltoCXiCZ,0,Twitter Web App,
Darryl Stephens,22648354,"Hollywood, CA",2023-01-22 05:51:42,Never forget who we’re up against. They are vile and depraved. And they have guns. https://t.co/NCUU00rGmr,2,Twitter for iPhone,
(((Ross Felix))),16941360,"Los Angeles, CA",2023-01-22 05:40:02,"@AndrewJassy @JarodStirling @zachcoelius Jassy, my ancestors avoiding being decimated by the Nazis because they got… https://t.co/3OdUUaj4xT",0,Twitter Web App,
Jackie Daytona,1045759660525989888,"Los Angeles, CA",2023-01-22 05:35:18,Guns n Roses vs Phil Colins….WHO WILL TAKE THE UFC BELT,1,Twitter for iPhone,
Ashton Morris,107664483,"Los Angeles, CA",2023-01-22 05:32:34,“Welcome to the Jungle” Guns N Roses in Brazil. #UFC283,0,Twitter for iPhone,
Rico Montenegro,1566188311122571264,"Redondo Beach, CA",2023-01-22 05:25:34,@lumberjocknyc @lumberjocknyc nice guns 💪🏼,0,Twitter for iPhone,
JACOB Deer,1586745135701798913,Los Angeles.,2023-01-22 05:23:59,@Saoirse82472144 Because some books are more dangerous than guns.,0,Twitter Web App,
Teresa🖤4,1316492060023681026,"Los Angeles, CA",2023-01-22 05:12:08,"7- U2 at Dodger Stadium
8-Depeche Mode at The Rose Bowl
9-Guns n’ Roses (Metallica opening) The Coliseum https://t.co/yYEMARyohO",0,Twitter for iPhone,
Dramaseeker1980,320169204,La,2023-01-22 05:03:05,"@AdamSchiff Waste of time. Constitutional amendment needed right to abortion, 2nd amendment modification right to s… https://t.co/tDHVNkgehs",0,Twitter Web App,
Lee Michael Cohn,78730378,"Los Angeles, CA, ",2023-01-22 04:54:17,"@RealActorRob @clarkgregg It's not just the rounds, it's the weapon. Blank guns are retrofitted to render them unab… https://t.co/3FTVI3kncw",1,Twitter Web App,
lckwd.,429489308,"los angeles, ca",2023-01-22 04:51:14,@heemfrom65th @GangTalesPub @elonmusk lmaooo it's the niggas selling guns that get me,0,Twitter for iPhone,
Glizzy McGuire,397018861,"Los Angeles, CA",2023-01-22 04:49:13,I’m listening to Shiny Toy Guns again… we really are in a recession.,0,Twitter for iPhone,
Joe Halsey,1516453763778633730,"Pasadena, California",2023-01-22 04:48:49,@WashingtonSRC @EMECONOMOU Crime is out of control but commie gun grabber @GovInslee and his @WAHouseDems… https://t.co/Ib4XPWDWlP,2,Twitter for Mac,
Geoff LaTulippe,1130961853939572736,"Beverly Hills, CA",2023-01-22 04:32:27,"@MuseZack I know it's insane but the scene from the trailer where they fight with guns AND swords is delightful.

A… https://t.co/rBP9aqkTQY",0,Twitter for Android,
ShockYa,15792110,"Los Angeles, CA",2023-01-22 04:27:14,"@CDNPosts They are against guns, babies and freedom. What’s next !",0,Twitter for iPhone,
Joe Russo,4847750999,"Los Angeles, CA",2023-01-22 04:11:53,@bradmiska @JERRYHORROR Just not usually guns in stores,0,Twitter for iPhone,
GinaLaMachina: THE Toy of LA 🤑,993549968567885825,Los Angeles,2023-01-22 04:11:47,@notcapnamerica Yo. This isn’t even funny fr. This type of stuff should give people pause. I bet there are guns wit… https://t.co/vFaE0MvsjL,0,Twitter for iPhone,
Classic Rock California,1391984100165046273,"Los Angeles, CA",2023-01-22 04:10:50,"#NowPlaying on Classic Rock California: ""Live And Let Die"" by Guns N' Roses from the Album: Greatest Hits.  Visit:… https://t.co/N7R88ucomW",0,SAM Broadcaster Cloud,
Doug Siemen,2352440976,"Long Beach, CA",2023-01-22 03:57:29,"@ChickadeeMomma @stillgray I wonder what these guys on this boat thought about blacks, and homosexuals, and guns.",0,Twitter for iPhone,
Redux,1490775524750155778,Los Angeles CA,2023-01-22 03:57:22,"@TheGenCatton @NotThatGuyTX @bosschonk @Shawn07840240 @TommysDesktop @redbikemaster @HuffPost If it weren't for ""me… https://t.co/ZouuKoK29R",0,Twitter Web App,
Redux,1490775524750155778,Los Angeles CA,2023-01-22 03:56:26,@TheGenCatton I'm not that concerned about which particular wording I use to ridicule you... This all started becau… https://t.co/ijLWUsLTQH,0,Twitter Web App,
arla 🇨🇦 🇺🇸 ⛪️ ONT.#TrudeauMustGo #SaveMyCanada,1427687522402975749,Ontario,2023-01-22 03:52:58,"@ShresthaAlishna What makes you so sure? I wish I had your confidence.
New Zealand PM resigned ? don't think so, IM… https://t.co/R6WSlZ3hd5",0,Twitter Web App,
Matt Larsen ❌ 🔊,1518775924493193217,"Burbank, CA",2023-01-22 03:52:14,"@GenTXer2 Mother Love Bones: Apple
Van Halen: Women &amp; Children First
Guns N' Roses: Use Your Illusion II
Rolling Stones: Exile On Main St",0,Twitter Web App,
Humanity Cardano,81753451,"Santa Monica, CA",2023-01-22 03:48:24,"@Chardy210 @DrewHLive Who will stop this? WEF have donkey military , police that follow order even tho they will hu… https://t.co/z1m54BcU7a",0,Twitter for iPhone,
Salty MAGA Tears,1516320014210461703,"Los Angeles California, USA",2023-01-22 03:40:59,@SpeakerMcCarthy Democrats back the blue by giving them the resources they need and by trying to take some guns out… https://t.co/vPdVsMaRUz,0,Twitter for iPhone,
alex marco,22459470,"Los Angeles, CA",2023-01-22 03:39:57,"@Havok_2O18 @Stuntman_MIK3 @joerussotweets Scream killers consistently breaks “the rules”, they’ve always resorted… https://t.co/hpMBvrYTNQ",0,Twitter for iPhone,
Redux,1490775524750155778,Los Angeles CA,2023-01-22 03:36:59,@rubikees @redbikemaster @HuffPost Exactly... We need fewer guns PERIOD... Even every cop doesn't need a gun... Mos… https://t.co/OEXm1lUKXD,0,Twitter Web App,
Redux,1490775524750155778,Los Angeles CA,2023-01-22 03:36:05,@redbikemaster @rubikees @HuffPost That's because you spend too much time with your unhealthy relationship with fir… https://t.co/N3rE40cvzr,0,Twitter Web App,
Redux,1490775524750155778,Los Angeles CA,2023-01-22 03:34:24,@NotThatGuyTX @bosschonk @Shawn07840240 @TommysDesktop @TheGenCatton @redbikemaster @HuffPost It's all BS... If we… https://t.co/z3Gqx4rwLw,0,Twitter Web App,
The Great Brandino. 🙌🏾🌊,548908929,"Los Angeles, CA",2023-01-22 03:30:53,"Yeah ain’t nothing about this video good like at all. From the kid smoking, to having play guns, to the lyrics talk… https://t.co/bagXP7FBRF",0,Twitter for iPhone,
Mischa Irwin 🏳️‍🌈,44934980,"West Hollywood, CA",2023-01-22 03:29:43,"@GregAbbott_TX Carry guns with no training, no license, no clue. Great state.",0,Twitter for Android,
The Ghost of Chris Dorner,1265994286673379328,"Los Angeles, CA",2023-01-22 03:25:57,@AnnLesbyPhD Excuse me for liking guns and the traditional family,0,Twitter for iPhone,
John,1594914962505273345,"Los Angeles, CA",2023-01-22 03:17:45,@JesseASweeney Says the guy who supports a rapist MG !!! You're ok with kids getting shot as long as they don't tak… https://t.co/FRP6uCY396,0,Twitter for Android,
The Love King,3762573254,"Malibu, CA",2023-01-22 03:13:17,I never bought a gun?  That is because I never had to.  I grew up with guns.  We don’t use them.  They were used mo… https://t.co/kBbXW4hTpf,0,Twitter for iPhone,
Peter W Angermeier,1292878519802839040,Los Angeles,2023-01-22 03:02:21,@ArtbyStiles @bradybuzz Easy access to guns is the reason we lead all peer nations in per capita gun homicides.. An… https://t.co/vZ1Srm6vGv,0,Twitter Web App,
Storm,1371336284405440515,"Westminster, CA",2023-01-22 03:02:12,"@DineshDSouza This guy doesn’t even know anything about guns, because if he did, he realize they do not have a mind… https://t.co/VENZipL2TZ",0,Twitter for iPhone,
Vaughntrey Tillman,1054147619197308933,"Long Beach, CA",2023-01-22 02:57:00,@Z3RO_GRAVITY_ season three of AoT when Levi was gettin jumped by them niggas with the guns,0,Twitter Web App,
MM,1071614328216776704,"Los Angeles, CA",2023-01-22 02:53:07,@_MisterPayne @ben_liebelt @thefuvkdidusay @LouisJMarinelli @POTUS Pt2. It was blatantly NOT a sincere attempt at “… https://t.co/2M8fE6XrXW,0,Twitter for iPhone,
Peter W Angermeier,1292878519802839040,Los Angeles,2023-01-22 02:52:21,"@RICHLS8 @Rose1990Tracy @bradybuzz Sadly, the facts on kids are the same. Easy access to guns is the cause of their… https://t.co/RiuFRMMmOJ",0,Twitter Web App,
@NotEasyAnswers on IG,12585462,"Los Angeles, CA",2023-01-22 02:50:25,@112iphigenia @nastygobbogrl I don’t know what that is but the only gay people who maybe should not have guns are wealthy ones,0,Twitter for iPhone,
LizzieShore@mstdn.social😷,24003640,"Venice, CA",2023-01-22 02:35:20,"@Cynthia61799667 @Mimirocah1 Fake guns, cell phones, hair brushes etc. “fool” cops all the time. At least that’s wh… https://t.co/9gmxvJyKGs",0,Twitter for iPad,
Pigeon🦜,989827772,"Los Angeles, CA",2023-01-22 02:29:53,"Manhunt ☠️😈💀 
playstation 2🎮 

#rockstargames #manhunt #playstation4 #playstation #playstation2 #classic #2003… https://t.co/FoZNhbvPFo",0,Twitter for Android,
Danny D,249935657,"Los Angeles, CA",2023-01-22 02:13:31,@in_yacht @itsMrCross Toto is a band of hired guns! 😆,0,Twitter for iPhone,
Edwin Cervantes,2948879821,Los Angeles,2023-01-22 02:02:02,@daveweigel I'd say Clayface. Amp up Batman's game from fallible criminals with guns.,0,Twitter for Android,
george,293728056,"Orange, CA",2023-01-22 01:56:21,@TheTrueVanguard What Guns are you using?,0,Twitter for iPhone,
One Family,960970676797616129,"Los Angeles, CA",2023-01-22 01:53:28,@StudentsDemand Ya'll are tripping. Gun laws do one thing. Disarm law abiding citizens. Criminals and corrupt gover… https://t.co/t8GmA2vKHU,0,Twitter Web App,
CJ Gronner,115240486,"Venice, CA",2023-01-22 01:38:43,@MorrorSawsan @PerezHilton They don’t do that anymore. It’s guns now. I’d rather they go after him on the internet than be dead.,0,Twitter for iPhone,
xZombieCat621x,833137481876807680,"Sun Valley, CA",2023-01-22 01:38:07,"I just scored 533,810 on Guns &amp; Roses Not In This Lifetime #pinball machine by @JJPinball 09138-1 via @gnr_pinball",0,Twitter for Android,
DC,192786472,Los Angeles ,2023-01-22 01:37:44,@Tom22110616 @MikeVanN84 @StevePasquale I don’t necessarily disagree. But there are systems in place that have larg… https://t.co/OTp5ljcGoL,0,Twitter for iPhone,
GEE BEE🍁,1120073771543560192,Ontario,2023-01-22 01:28:53,"@Fujikatsan @Polysesouvient @JustinTrudeau @JonVPerez No, they actually want safer communities, banning guns from t… https://t.co/eNLrS4BeXw",0,Twitter Web App,
Silvandgold ✨,984122168534417408,Southeast Los Angeles,2023-01-22 01:16:36,i’m so glad i’ve stuck to my guns about the type of music/sound i wanna do,0,Twitter for iPhone,
Roya,1565050694989582336,"Los Angeles, CA",2023-01-22 01:15:30,"@GirlGamer_Plays @TizzyEnt If you really have guns for protection, you will pay $1000 for 5 bullets.",0,Twitter Web App,
Benjamin Madrid,277061442,Los Angeles,2023-01-22 01:05:38,"@latimes - We have the ability as actors to not use guns at all, in fact we don't give a shit but the law is very p… https://t.co/wkiIf78X1G",0,Twitter Web App,
Joe Halsey,1516453763778633730,"Pasadena, California",2023-01-22 01:02:58,"@RebelNews_USA @RebelNewsOnline @KatieDaviscourt The WA Supreme Court will strike them down as unconstitutional!

O… https://t.co/mQKPKMJwuZ",0,Twitter for Mac,
Carlo Santana,1607880678158352385,Los Angeles ,2023-01-22 00:52:28,"@squirrel_no @SDonziger @serabelleblue No actual guns were recovered, no body cam footage. Officer was hit by frien… https://t.co/ZxpErVfWgU",0,Twitter Web App,
Cy Husain 🌹,1141581364770160640,"West Hollywood, CA 90069",2023-01-22 00:49:13,"@ericareport NOT true, it's NOT a ban on ALL semiautomatic guns, just semiautomatic assault weapons (SAW) with larg… https://t.co/waFYhIYdIi",0,Twitter Web App,
Amore ☮️ & 💟 2012 - 2021,1187852117156851712,"Los Angeles, CA",2023-01-22 00:33:30,@B0bpinciotti Get a dog and a security system!  Much safer and dogs are so much more fun then guns,0,Twitter for iPhone,
William Hurst,23335746,"Canoga Park, CA",2023-01-22 00:32:08,"@jones5886_jones @TMichaelBooth @PamelaHensley22 You will lose all your money, supply lines will collapse and you’l… https://t.co/OCwjgJHiW1",0,Twitter for iPhone,
theextrememoderate,818337098,"Los Angeles, CA",2023-01-22 00:19:41,@kirkacevedo I’ve worked on sets with guns. Relying on actors to have expertise in firearms and be part of the safe… https://t.co/vBsuvgWY04,0,Twitter for iPhone,
DL Bess,1021793845858590720,"Los Angeles, CA",2023-01-22 00:09:26,@edokeefe @POTUS I'm just glad the Bidens weren't home and also hope that whoever was in the house during the raid… https://t.co/xiHhdyPKIp,0,Twitter for Android,
SF CYPERPUNK AUTHOR Carter Holland,543733481,"Westminster, CA",2023-01-22 00:06:08,"@MovieKessler Why are these peeps bitching about guns, they scared getting the living daylights outta them? 
Is the… https://t.co/17Aam7hZtB",0,Twitter for Android,
GEE BEE🍁,1120073771543560192,Ontario,2023-01-22 00:04:33,"@guncollective Yes, the only sure thing about guns and untrained children is they will pull the trigger.
Who do you… https://t.co/0oVK24bvH8",0,Twitter Web App,
The ULTRA Craftsman 🇺🇸🔨☢️,1088333272487100417,"Los Angeles, CA",2023-01-22 00:01:26,"@KevinKileyCA Especially when Newsom is out to ban our stoves, ban natural gas, ban oil drilling, ban gas cars, die… https://t.co/IkeONz6b3V",0,Twitter for iPhone,
Paul Scheer,6480652,"Los Angeles, CA",2023-01-21 23:52:28,"@serbiangarfield @DelwynPage What do you think he should have done. 
- Keep in mind dummy bullets look like live ro… https://t.co/hfcoGDhtbR",0,Twitter for iPhone,
Dan Marcus,74940244,"Los Angeles, CA",2023-01-21 23:48:03,"@BartenderRich @Pinko69420 The WHOLE JOKE of this meme is that Bale's Batman had a double standard regarding the ""N… https://t.co/JzTcfmGv6H",0,Twitter Web App,
GEE BEE🍁,1120073771543560192,Ontario,2023-01-21 23:47:31,@Polysesouvient @KashHeed Shooting police officers and robbing banks is already banned. Banning guns from law abidi… https://t.co/GsbpsNoUon,0,Twitter Web App,
Mike S. Kim,22563988,"Los Angeles, CA",2023-01-21 23:30:26,Too many bad guys out there with guns… it’s way too easy to get a gun in this country. https://t.co/iEqeCfJcFp,0,Twitter for iPhone,
"Meegie ""Wearing a Mask"" Jo 🇺🇦 🌻☮️ 🌊",341804062,"Los Angeles, CA",2023-01-21 23:27:15,@Mimirocah1 I’ve worked on sets w guns. Never real guns on set &amp; rubber guns for rehearsal. The egregious error was… https://t.co/cUoYd4xD4y,0,Twitter for iPad,
plasterofparris,27565939,"Los Angeles, CA",2023-01-21 23:17:22,"The folks with the guns
Be like ""We own all the stuff
In other countries""
#haiku
https://t.co/gxnWoiCBbD",0,Twitter Web App,
Linda Patterson,69058032,"Long Beach, CA",2023-01-21 23:15:53,@Randy1184 @pastorlocke @StephenKing It's hilarious how Dems fear law-abiding gun owners and lower jail time for cr… https://t.co/qDPmN47SSV,0,Twitter for Android,
@NotEasyAnswers on IG,12585462,"Los Angeles, CA",2023-01-21 23:15:15,@nastygobbogrl gay people with guns,0,Twitter for iPhone,
JacksonWeHo,831655984737054721,"West Hollywood, CA",2023-01-21 22:52:12,"@itooamcain ""Fire all of your guns at once
And explode into space""",0,Twitter Web App,
Rinka,1253137514769969152,"Los Angeles, California",2023-01-21 22:46:33,"@GavinNewsom @GOP You’re trying to take away my right to own guns. 

Killing unborn babies is not a right.",0,Twitter for iPhone,
Thomas Cunningham,112875647,Vegas / LA,2023-01-21 22:34:32,"@Simms2673 Yeah, the same. I mean if I get a couple grand for some random thing then absolutely but usually it's wa… https://t.co/j4chlNqYzQ",0,Twitter Web App,
FallingRockstar,1586488598290960384,Los Angeles,2023-01-21 22:16:45,"@LePapillonBlu2 I own exactly....ZERO guns...
I died for 3 minutes in 2018...
therfore:
#IFearNothing
Reconsider si… https://t.co/2uQE3lhgfa",0,Twitter for Android,
Anonymous,1591630930396868609,"Los Angeles, CA",2023-01-21 22:11:57,"@joenev You only need guns in GOP states. They’re so dangerous, so many guns, that you need guns to go Starbucks, m… https://t.co/zH2YrxDX3M",0,Twitter for iPhone,
Steve 🇨🇦❤️🙏,796403758691450881,"Ontario, CA",2023-01-21 22:08:26,It's 2023 trudeau is still trying to get our guns and we're still trying to get rid of trudeau.. what do you think… https://t.co/haF4Vcogbw,0,Twitter for Android,
Steve 🇨🇦❤️🙏,796403758691450881,"Ontario, CA",2023-01-21 22:06:09,@truckdriverpleb We can only pray he resigns we have had enough hands off our guns !!!,0,Twitter for Android,
GEE BEE🍁,1120073771543560192,Ontario,2023-01-21 22:00:36,"@Dicky_Paul_95 So clueless these folks, killing police officers and robbing banks is already banned. What differenc… https://t.co/bufYrB8zX7",0,Twitter Web App,
Classic Rock California,1391984100165046273,"Los Angeles, CA",2023-01-21 21:57:48,"#NowPlaying on Classic Rock California: ""Patience"" by Guns N' Roses from the Album: Greatest Hits.  Visit:… https://t.co/CF2O4zRzFy",0,SAM Broadcaster Cloud,
Brenden,2678358680,"Los Angeles, CA",2023-01-21 21:47:31,@LepusRex @Hezbolsonaro he forgot that in america people have guns,0,Twitter for iPhone,
Kevin DeVries,137025034,S. Ontario,2023-01-21 21:45:47,@murbanvideo @daveye97 I like the reuseable lnes that have a filter. useful in the paddock so you can still hear vo… https://t.co/uqXkP4g5ir,0,Twitter for Android,
Jay Aruh,1536431754864603136,"Los Angeles, CA",2023-01-21 21:41:25,Send em to the sky. Way up high. Nigga bye bye bye. Guns dey go blah dey go glah nigga glah glah glah,0,Twitter for iPhone,
Geoff Pilkington,20548784,Los Angeles,2023-01-21 21:37:46,@Watchmakermaker @shauntomjn Always risk yes. Though guns and driving are prob most risky while acting. That’s why… https://t.co/0zMXwB9jg4,0,Twitter for iPhone,
K’uk’ulkan,1438004399301791744,"Boyle Heights, Los Angeles",2023-01-21 21:37:23,"First four #scream films, killers used guns. A shotgun is a gun. Stop crying. https://t.co/5ZzoIWJKU5",0,Twitter for iPhone,
Corey's Cards,1272784837154271232,santa monica,2023-01-21 21:32:15,"This card is so, so cool, especially for a guy who never had a real Young Guns.

Retro acetate from 21-22 Series 2… https://t.co/r9wvcBkyb3",5,Twitter for iPhone,
brandon,179709800,"Los Angeles, CA",2023-01-21 21:30:13,@schlocketeer It makes no sense to me why people are upset about this. Ghostface certainly got creative with some o… https://t.co/QJmCjx3ep2,0,Twitter for iPhone,
kaiseriz_Ingrid ❤️ 🦋🌸🌹🌈♊,16865664,Ontario,2023-01-21 21:29:00,@MichaelAMcCaul6 @ericareport It's the automatic guns that should be banned!!!  A gun that fires umpteen rounds in seconds!!,0,Twitter Web App,
CA56NY ✌🏻❤🏳️‍🌈😺⚛✡☸,2616851030,Los Angeles,2023-01-21 21:26:54,"@Mr_Don_Auto If that statement were true republicans would be in favor of better gun restrictions...but no, THEY LOVE GUNS - NOT PRO-LIFE",0,Twitter for Android,
Chief United States of America chief good thunder,1612566206321684481,"Whittier, CA",2023-01-21 21:26:53,@JoeBiden taking people out with no weapons and taking their weapons from them I killed two people and they both ha… https://t.co/FYWPikWEoJ,1,Twitter for Android,
Nathan and 99 others,486399806,"Los Angeles, CA",2023-01-21 21:12:25,@kim_siever There has to be a full scene of them putting the artifact back in the temple and resetting all of the t… https://t.co/CQHS9ZvI41,2,Twitter for Android,
Sam Fitzsimmons,1514701935181402129,Los Angeles,2023-01-21 20:59:30,"@BrownsFreak51 @prairiegirl7980 @jarmstea11 Here's another source for movie set protocol, which was not followed by… https://t.co/g7wq4cLo6v",0,Twitter Web App,
/Film,821193,"Hollywood, CA",2023-01-21 20:44:12,"""It feels okay to put a sword in the hand of a kid in a way that it feels a little bit weird to put a gun in the ha… https://t.co/SCdbpvEJPp",2,TweetDeck,
Bob Mori ©,75952509,"Los Angeles, California",2023-01-21 20:39:19,Toy Guns. 🇺🇸 https://t.co/wDn7H0BWEX,0,Twitter Web App,
ishtar,837358605485559808,"Los Angeles, CA",2023-01-21 20:39:13,"@cryptomanran he is sticking to his guns, at least he wasn’t screaming and telling his followers to buy Luna while… https://t.co/3PWpmBl6IB",0,Twitter for iPhone,
Politically Erect,25392759,,2023-01-21 20:35:37,"@Not_TomCruise @ChapTaylor2 I’ve been on set many times with guns, shooting them with blanks. I’ve checked every si… https://t.co/8pHYSFLQe6",0,Twitter for iPhone,
Rob J,761674224159240192,"Hollywood, CA",2023-01-21 20:35:00,@patrickjcarlson It's baffling to me. I only worked on two sets that had gun scenes on very low budget films but ev… https://t.co/j2I2GcRswL,0,Twitter for Android,
✨Heidi Pascoe✨,101141978,"Hollywood, CA",2023-01-21 20:33:13,"@kirkacevedo @RMauriceParker First of all, EVERY show I have ever worked on, the 1st AD has checked the chamber, wi… https://t.co/vvXQnK8L8l",0,Twitter for iPhone,
Mayor of South Orange County. Personal Account.,1294365347953311744,"Garden Grove, CA",2023-01-21 20:26:47,"@nytimes If we can't stop our own president from giving our guns and money to other countries, no way Russians are stopping Putin.",0,Twitter for Android,
Peter W Angermeier,1292878519802839040,Los Angeles,2023-01-21 20:23:47,"@Maxbps825 @bradybuzz Except it's the deep south GQP states that have the most guns, lax laws, and the most gun vio… https://t.co/cu1Yq8XXeE",0,Twitter Web App,
TheMadTitan,1237934333983252480,"Gardena, CA",2023-01-21 20:18:55,"Why she telling somewhat of the truth 

Animals don’t carry guns 🤷🏽‍♂️ https://t.co/sf16L9MMLD",0,Twitter for iPhone,
Eric Moore - #PickUp5 pieces of plastic trash,71178110,United States,2023-01-21 20:14:39,"@HeatherThomasAF @kirkacevedo Everyone I know who has been on set with guns, this is the standard process. I don't… https://t.co/gTI39zkFBj",0,Twitter Web App,
Anonymous,1591630930396868609,"Los Angeles, CA",2023-01-21 20:13:55,"Republicans seem to have Planned Parenthood &amp; NRA mixed up. 

I’ve never heard of mass abortions in schools, theate… https://t.co/faYWkRdOVF",0,Twitter for iPhone,
Jeff Richmond,75081724,Los Angeles,2023-01-21 20:12:18,@shernandezgome @multimodalLA @metrolosangeles More guns ≠ more safe,0,Twitter Web App,
Jacob Davison,313050693,Los Angeles,2023-01-21 20:09:52,New episode eof #TRIGUNSTAMPEDE was excellent. Does such an amazing job in remixing the story and putting things in… https://t.co/DkKIXDehDK,0,Twitter for Android,
Film The Police LA,16858860,"Hollywood, Los Angeles",2023-01-21 20:05:09,"This also stands out to me. The LAPD isn’t saying the suspects pointed their guns “at the cops.” They say, “in thei… https://t.co/rUbuqrAZD0",2,Twitter for iPhone,
Sees in the Dark 🇺🇦,43312680,"Los Angeles, CA",2023-01-21 19:59:50,"Only for people without advanced degrees.

Sorry.

Smart &gt; Stupid
Knowledge is Power
High-Tech Weapons &gt;&gt; Guns… https://t.co/zuSyS1bIsZ",0,Twitter for Android,
Debbie Delaree 🎃,3198297770,"Los Angeles, CA",2023-01-21 19:47:18,@realTuckFrumper Kyle Rittenhouse has done nothing of value. He is a murderer; it was premeditated. Why should he b… https://t.co/0H35egu1wN,1,Twitter for Android,
kara ☻,16317661,los angeles,2023-01-21 19:46:29,@jdeiker Right... I think their mentality is along the lines that he didn't know about guns and therefore caused th… https://t.co/XWYPdx9bGN,0,Twitter for iPhone,
BenJamin Ruiz,82942088,"Buena Park, CA",2023-01-21 19:46:23,"@GavinNewsom @GOP I ain’t gta watch that when I lived through you attacking the 1st amendment, the same one you say… https://t.co/t1UawRNVak",3,Twitter for iPhone,
Hey SoCal News,1287900053814702085,"Los Angeles, California",2023-01-21 19:44:29,"During traffic stops this week, police in Pomona and Santa Monica arrested two bicycle riders after finding handgun… https://t.co/pLQkHrciiZ",0,Blog2Social APP,
Steph One,1069988074602532865,"Los Angeles, CA",2023-01-21 19:42:51,"On another episode of Republicans claim “Democrats are Destroying America” 

How they forget about Ronald Crooked A… https://t.co/Snu7Nd29i4",0,Twitter for iPhone,
Philip Morton,1102980199,"Los Angeles, CA",2023-01-21 19:35:35,"this is the #Baldwin situation to me, he was acting in accordance with what he trusted the experts on set told him.… https://t.co/Zdk6cKRYOz",0,Twitter for iPhone,
Chuck Taggart is on Mastodon ⬇️,1008503459790794752,"Los Angeles, CA",2023-01-21 19:28:49,"@Longjacket2 Not a prop gun, a real gun. There are no accidents with guns, only negligence.",0,Twitter Web App,
Mighty Apollo,911272206788845568,"Los Angeles, CA",2023-01-21 19:27:57,@sugarcubedog2 @FrancosFiles @nycsouthpaw My daughter deals with aggression in her specEd classroom all the time. T… https://t.co/QISc3RgXwH,0,Twitter for iPhone,
Adam Weiner,23269670,"Los Angeles, California",2023-01-21 19:27:16,"Personally I feel a sense of relief americans are arguing about gas stoves instead of vaccines, guns, &amp; abortion ri… https://t.co/bIabUk6RsZ",0,Twitter for iPhone,
Jenny Deiker Restivo,210570203,Santa Monica,2023-01-21 19:23:18,"@karasmarsh i get that. but doesn't proves his point, not negates it? Jesus. Guns are dangerous.",0,Twitter Web App,
Mighty Apollo,911272206788845568,"Los Angeles, CA",2023-01-21 19:22:43,@nycsouthpaw You should see my daughter’s classroom. The behavior isn’t at all unusual for K-3. But ready access to… https://t.co/DWwSgb5OJn,0,Twitter for iPhone,
Darkness,59009337,"Covina, CA",2023-01-21 19:18:45,@BookishPlinko Ghostface never uses guns hur dur dur...GHOSTFACE NEVER KILLS IN PUBLIC! They are literally a ninja… https://t.co/r1qmDdrGfd,0,Twitter Web App,
Twyla,1496175606924386308,"Los Angeles, CA",2023-01-21 19:18:29,"@theblaze You had ample chances to make sure a 6 year old never got your gun. Put on a top shelf, a safe, somewhere… https://t.co/a0Gzqc6VMS",0,Twitter for iPhone,
MisinformationFighter102💛💙,1519522872225669120,Los Angeles,2023-01-21 19:15:44,@Sarcasmcat24 Why not just take the next step and ban all guns? That way we won't have any more cis straight white… https://t.co/3RUDjNfUsC,1,Twitter Web App,
Heather Thomas,1038241060516900864,"Santa Monica, CA  ",2023-01-21 19:14:53,"@BATitaniumMan @kirkacevedo If it were in any of the Armorer's guns, yes.",0,Twitter Web App,
bex0760 🇵🇷,846445608361603072,"Los Angeles, CA",2023-01-21 19:07:05,"@RightWingJewess @goddeketal ""People successfully defend themselves with guns in less than 1% of crimes,,, 
people… https://t.co/8nKrQqCSm4",0,Twitter Web App,
Geoff Pilkington,20548784,Los Angeles,2023-01-21 18:53:45,This is like saying an actor should learn to drive a car and then making the actor drive the car in public while re… https://t.co/8sgT98L9hi,0,Twitter for iPhone,
Zack Stentz,195129672,"Los Angeles, California",2023-01-21 18:40:39,@BrianStewartOH Tough to go wrong with The Guns of August.,0,Twitter Web App,
Garrick Dion,34556403,Los Angeles,2023-01-21 18:37:02,"@StoryKnifeMedia @JohnDillworth @realchipriggs absolutely!

stick to your guns re: your aim and your gut feelings about it",0,Twitter Web App,
Anonymous,1591630930396868609,"Los Angeles, CA",2023-01-21 18:34:45,"@ericareport Republicans are such a joke! They allow 10,000s of murders w guns across US, &amp; think we’re all stupid,… https://t.co/AYVpZz2AJN",0,Twitter for iPhone,
Beth Nintzel,285927192,Los Angeles,2023-01-21 18:32:20,It’s the guns https://t.co/KxXXXMzS2T,0,Twitter for iPhone,
Geoff Pilkington,20548784,Los Angeles,2023-01-21 18:30:00,"We need to be looking at gun advocates rigid, simplistic and absolutist thinking about guns. It unfortunately somet… https://t.co/A5u00INJan",0,Twitter for iPhone,
